Country,Order Date,Total Revenue
Egypt,22/06/1976,100831.25
East Timor,30/05/1952,1832268.27
Ukraine,17/12/1950,4080520.08
Vanuatu,12/01/1951,904182.72
Namibia,27/03/1959,348283
France,25/03/1960,666061.6
Austria,30/03/1969,86659.04
Albania,09/06/1973,6329761.2
Cyprus,06/07/1991,3581979.6
Czech Republic,24/09/1971,548761.72
El Salvador,27/06/1964,31736.36
Bulgaria,07/12/1983,933260.9
North Korea,18/06/1970,474310.2
Albania,11/02/1972,1374631.39
Rwanda,05/02/1987,2100803.46
Ukraine,20/12/1952,2051940.64
Malta,30/06/1986,75209.13
Dominican Republic,25/12/1990,1051733.94
Netherlands,04/02/1953,3362848.44
Belgium,25/07/1985,3605098.56
Rwanda,29/12/1959,629321
Burundi,15/12/1953,695471.7
Madagascar,26/08/2000,205361.98
South Korea,23/04/1986,191411.66
Cote d'Ivoire,22/12/1988,1079068.56
Palau,24/04/1987,558542.82
Bulgaria,18/11/1976,2972215.05
Libya,21/05/1964,308203.83
Russia,18/07/1986,322703.84
Niger,21/03/1951,1714780.82
Kosovo,21/07/1975,3328840.8
Afghanistan,07/07/1988,560934.24
Slovakia,17/04/1992,1890794.4
Central African Republic,28/08/1951,2483666.43
Netherlands,07/10/1993,3523203.39
Austria,15/04/1999,16252.86
Iraq,15/11/1970,3609086
Palau,13/03/1986,19704.96
South Africa,25/06/1952,3052657.36
Indonesia,22/05/1971,1372674.6
Nauru,28/09/1972,50895.15
Japan,20/07/1955,2864534.4
Myanmar,06/05/1992,403342.4
Liberia,06/10/1977,852540
Morocco,13/01/1981,499043.38
Denmark,01/11/1985,1906942.8
Spain,14/07/1987,383885.81
Palau,20/09/1957,1269991.8
Hungary,28/08/1956,850103.08
Syria,13/01/1956,864806.88
Sweden,25/12/1978,1008982.24
Papua New Guinea,28/08/1969,3014056.8
Namibia,10/06/1993,6017771.35
Israel,30/01/1991,21347.04
Ukraine,15/06/1980,333466.73
Kuwait,20/12/1971,6297776.48
Vanuatu,22/11/1951,479671.12
The Bahamas,16/04/1954,558475.5
Kiribati,14/10/1967,311309.57
Laos,16/11/1980,1384663.5
Albania,20/06/1998,1456329.18
Guinea-Bissau,16/04/1957,3462186.8
Iran,28/10/1983,2990508.25
Solomon Islands,05/04/1986,55042
Malaysia,31/03/1963,1797171.2
Saudi Arabia,19/09/1992,351116.64
Panama,10/12/1960,72867.3
Estonia,31/03/1957,204054.4
Madagascar,11/06/1977,4350577.2
France,12/12/1977,804287
Cote d'Ivoire,24/06/1984,5942291.25
Antigua and Barbuda ,08/11/1990,317357.59
Sao Tome and Principe,25/07/1968,719744.3
Ukraine,31/08/1991,49663.59
Sao Tome and Principe,10/03/1964,2431618.14
Indonesia,26/08/1978,420500.85
Saint Lucia,26/03/1972,765074.16
Algeria,03/03/1968,1846430.01
Macedonia,13/10/1967,2931713.61
Iraq,26/11/1980,14019.46
Dominica,07/03/1997,772814.9
Angola,09/02/1964,1005468.24
Namibia,03/04/1999,193738.35
Liechtenstein,15/03/1965,829793.8
Maldives,29/05/1973,89167.43
Norway,26/04/1981,4662519.79
Spain,03/05/1997,68203.26
Singapore,24/03/2000,470435.9
Vatican City,26/02/1980,34204.64
Australia,20/01/1986,667690.08
Namibia,03/05/1991,882389.55
Cape Verde,15/06/1988,104193.6
Estonia,18/09/1971,4500798.45
San Marino,08/10/1976,429564.85
Pakistan,14/10/1954,540683.04
Costa Rica,07/07/1982,1932791.28
Australia,07/03/1978,3788422.63
Greenland,23/03/1991,973659.2
Nepal,08/09/1951,879813.28
Azerbaijan,06/05/1981,56185.26
Burkina Faso,14/05/1957,619819.84
Slovenia,08/01/1977,651428
Nigeria,13/07/1987,211816.8
Rwanda,25/01/1990,953625.2
Cambodia,24/10/1975,253857.44
The Gambia,07/04/1958,6599166.25
South Sudan,12/02/1991,4457360.9
Kazakhstan,11/01/1966,38448.93
Finland,11/06/1991,103066.14
Eritrea,16/06/1952,1396291.6
Grenada,02/03/1997,93141.39
Bahrain,26/03/1994,2499191.2
Laos,07/08/1988,303470.56
Sao Tome and Principe,27/01/1980,616325.93
Malta,30/04/1979,1482162.12
Grenada,17/08/1965,4529816.76
Dominican Republic,13/12/1978,609923.54
San Marino,06/04/1957,3141814.83
Ethiopia,05/02/1998,128513.28
Guinea-Bissau,11/07/1996,101630.4
Cyprus,15/01/1957,1468037.74
Kazakhstan,09/01/1987,277543.02
Tonga,03/05/1956,1991381.7
Myanmar,20/09/1956,65561.91
Benin,26/06/1973,732078.84
Nauru,26/10/1952,1227617.6
Mexico,03/12/1982,237399.6
Kiribati,07/07/1983,243520.4
Indonesia,03/12/1960,47387.07
Grenada,01/12/1963,2276937.6
Mauritius ,19/10/1995,1866316.1
Eritrea,09/10/1954,4566957.18
Mozambique,26/01/1985,464716.78
Lithuania,07/03/2000,396390.5
Pakistan,13/12/1996,5439.39
Togo,01/03/1966,55516.5
Netherlands,07/01/1992,17997.57
Guinea,07/09/1960,135451.68
Bahrain,30/01/1974,259288.76
Mauritius ,04/01/1972,82831.74
Bulgaria,06/07/1995,1405335.32
Philippines,12/09/1958,1006112.52
North Korea,10/01/1999,415045.44
Zambia,19/12/1956,250061.5
Mauritania,18/03/1952,1127101.6
Madagascar,22/12/1984,4074704
Andorra,14/08/1975,500677.98
Belize,19/12/1978,268472.1
Hungary,02/09/1988,1160828.64
Andorra,04/10/1968,1560571.11
Yemen,24/07/1967,1749150.06
Morocco,26/01/1952,585303.68
Italy,15/03/1999,6365271.75
Kiribati,04/02/1956,47051.19
Luxembourg,12/03/1965,3707991.21
Syria,01/04/1987,6300456.75
Yemen,12/03/1986,555696.36
Israel,16/09/1982,5642734.65
Tajikistan,15/05/1978,2005163.6
Laos,17/07/1960,1717321.6
Luxembourg,05/08/1992,2223782.19
Monaco,08/01/1994,6432001.17
Mali,03/06/1978,8173.08
Nepal,25/08/1976,527963.62
Saudi Arabia,07/11/1952,2482598
Mongolia,15/06/1967,37245.36
South Africa,27/05/1952,1152985.04
Democratic Republic of the Congo,06/01/1981,717070.2
Vietnam,10/09/1993,977097.24
Mexico,02/03/1958,974121.38
Democratic Republic of the Congo,28/10/1953,399332.78
Germany,16/02/1986,769651.41
Greenland,22/12/1968,77970.81
Oman,28/02/1954,332776.98
Ghana,26/08/1979,1726645.8
Macedonia,25/06/1954,1343426.7
Namibia,14/08/1953,486829.6
Ukraine,14/10/1975,326456
Liechtenstein,18/08/1951,1451504
Bosnia and Herzegovina,10/06/1972,21666.36
Macedonia,30/10/1974,891013.6
Nigeria,23/03/1988,271935.95
Kazakhstan,26/06/1972,236158.65
Macedonia,23/12/1957,1419867.36
Republic of the Congo,28/08/1971,46231.74
El Salvador,31/12/1999,617643.84
Philippines,23/12/1966,948331.84
Egypt,01/01/1980,1236508.32
Thailand,02/07/1981,267011.91
Jordan,19/11/1997,1469315.1
Papua New Guinea,17/06/1965,1063840.8
Palau,25/07/1992,251728.4
South Korea,16/07/1982,4172677.88
Indonesia,23/01/1981,50046.24
Kyrgyzstan,27/08/1972,1512712
Libya,08/03/1955,893856.12
Zimbabwe,23/01/1973,42414.18
Canada,10/01/1997,1373598.96
Lesotho,09/01/1973,48198.78
Bosnia and Herzegovina,18/09/1995,667851.87
Singapore,12/04/2000,284829.05
Mongolia,04/07/1998,5492511.13
Mexico,12/02/1995,72575.2
Benin,23/03/1981,2507779.2
Indonesia,08/01/1983,1277552.34
Singapore,05/06/1995,1552060
Eritrea,07/10/1991,1648681.2
Central African Republic,25/06/1989,292021.29
Singapore,28/01/1992,696967.44
Vanuatu,16/06/1994,45459.7
Liberia,15/12/1960,546347.55
Malawi,21/02/1994,103898.96
Cote d'Ivoire,25/03/1995,67633.17
Bahrain,02/09/1974,1495600.05
Nepal,19/01/1983,75106.5
Italy,10/04/1959,126681.5
Bulgaria,10/12/1952,203479.36
Cambodia,29/09/1977,1348044.3
South Korea,28/07/1976,1426317.84
Senegal,10/09/1983,189123.22
Turkey,07/08/1987,1606272.8
New Zealand,27/07/1965,288391.4
Mongolia,19/09/1958,4692.99
Jamaica,17/02/1978,74761.29
Papua New Guinea,16/02/1981,3374698.11
Latvia,12/01/1996,536148.8
Dominica,14/09/1964,323893.7
Myanmar,27/06/1984,2645012.66
Senegal,05/12/1987,1380.84
Eritrea,19/08/1986,786242.6
Palau,15/03/1951,926411.12
Trinidad and Tobago,08/04/1998,50960.46
Denmark,25/11/1968,3538675.14
Kosovo,14/11/1955,55009.68
Nicaragua,19/03/1992,508932.71
Eritrea,28/04/1988,1612070.9
Liberia,05/02/1957,1412730.2
The Gambia,08/08/1996,106806
Tuvalu,04/02/1977,2042601
Eritrea,25/03/1993,4165790.37
Saint Vincent and the Grenadines,05/04/1985,2915686.8
Syria,30/06/1973,3942140.16
Netherlands,06/09/1993,4168.23
Laos,28/04/1960,4202258.13
Bosnia and Herzegovina,30/08/1998,1417402.4
Turkey,25/11/1964,3012294.6
Liechtenstein,14/07/1959,293330.24
Tajikistan,18/08/1955,2161365.99
Egypt,09/07/1962,1772781.78
Libya,20/04/1987,2400397.84
Albania,13/11/1959,534616
Croatia,10/10/1969,188469.38
Saint Lucia,16/06/1975,2051229.18
Slovenia,14/08/1970,222308.58
Portugal,13/08/1960,167709.96
North Korea,13/04/1968,3815444.4
Vietnam,20/08/1986,4982.22
Vatican City,15/06/1975,5729078.71
Hungary,01/08/2000,410498.97
Djibouti,03/09/1958,1216149.64
Laos,13/06/1991,1667233.68
Republic of the Congo,25/03/1973,2669543.2
Luxembourg,24/09/1970,1212511.86
Guinea-Bissau,20/06/1989,47778.93
Mozambique,29/03/1996,1679540.5
Portugal,28/10/1988,4089568.8
Tonga,13/06/1981,468268.02
Cuba,24/02/1984,53367.6
Mauritius ,25/02/1987,61215.77
Iran,22/01/1978,396795.68
Spain,12/07/1984,750753.6
United States of America,12/07/1983,2110293.78
Poland,18/08/1985,1048541.6
Turkey,21/08/1953,1856788.4
Greece,29/09/1956,4045503.21
Nepal,07/06/1970,77261.73
Afghanistan,15/07/1973,2441.28
Taiwan,11/07/1987,712177.76
Solomon Islands,11/10/1981,61008.87
Honduras,22/12/1970,580726.63
Belarus,31/12/1983,1506546.8
Azerbaijan,22/04/1953,470110.96
The Gambia,05/02/1974,28297.89
Canada,18/07/1975,383348.55
Bosnia and Herzegovina,24/08/1965,4564952.37
Liberia,08/04/1978,344676.8
Singapore,21/03/1965,2929027.41
Somalia,29/07/1965,3400618.62
Dominica,20/06/1966,420837.28
Malta,01/12/1983,1625367.76
Malta,01/03/1958,900374.58
Afghanistan,18/09/1953,3328403.6
Mexico,27/08/1988,2469925.92
Poland,01/01/1953,1722326.1
Tajikistan,17/10/1982,316912
Trinidad and Tobago,25/11/1981,45932.26
Cuba,17/06/1999,707509.53
Belgium,19/02/1972,1323991.64
Grenada,21/05/1973,105585.36
Iraq,19/01/1999,1025374.24
Sri Lanka,04/12/1982,254098.57
Georgia,03/12/1996,111175.35
Andorra,28/04/1991,707289.46
Tajikistan,30/08/1958,445460.6
Canada,26/09/1989,1443634.4
Indonesia,07/07/1988,2156270.4
United States of America,02/12/1968,92441.64
Swaziland,25/07/1953,54953.7
Turkey,28/10/1959,1166388.26
Eritrea,25/02/1969,15618.42
Mozambique,02/02/1994,499327.68
Swaziland,17/08/1973,863940
Cameroon,21/07/1952,798383.46
South Sudan,11/09/1996,5132837.22
Switzerland,24/07/1991,4041028.69
United Kingdom,08/10/1960,787305.09
Qatar,09/09/1975,783136.86
Seychelles ,19/04/1960,1352926.86
Cambodia,28/12/1980,612484.62
Kuwait,05/08/1984,355827.55
Belarus,25/11/1999,2029220.72
Mongolia,12/09/1963,6644608.61
Eritrea,26/03/1952,76394.5
Czech Republic,07/08/1983,2026565.52
Armenia,11/11/1995,418914.48
Palau,21/01/1975,59907.93
Philippines,26/12/1957,175897.15
Bosnia and Herzegovina,07/03/1955,779964.8
Guatemala,16/02/1990,652510.88
Togo,12/02/1967,551576.7
Slovakia,20/09/1993,6079252.19
United States of America,26/05/1957,3724444.92
Benin,11/03/1980,2636812.5
Bosnia and Herzegovina,05/02/1959,2884461.93
Cyprus,19/07/1966,252790.89
Portugal,07/05/1964,780930.15
South Africa,30/04/1961,1200281.46
Cuba,31/08/1951,590224.11
Bangladesh,21/05/1976,110154.24
Norway,05/04/1995,6201545.6
Nicaragua,02/04/1973,3947470.89
Turkmenistan,30/06/1961,537494.1
Kiribati,19/09/1998,3439669.17
Zimbabwe,02/02/1983,505497.54
Finland,08/07/2000,483024.3
Greece,09/02/1987,2444008.77
Canada,30/03/1987,467002.9
Albania,21/08/1979,2939729.52
Macedonia,23/04/1984,479588.78
Cameroon,30/05/1955,1595755.28
Jordan,28/11/1995,12940.71
Australia,18/08/1966,607268.96
Yemen,12/09/1994,1236401.6
Switzerland,11/07/1965,6214911
Czech Republic,14/09/1953,1236050.58
Yemen,28/03/1985,208447.85
Austria,16/06/1998,3433.44
Saudi Arabia,30/04/1966,27429.28
Estonia,15/06/1967,578637.6
Democratic Republic of the Congo,01/10/1987,1807485.9
Tanzania,10/07/1982,159446.1
Albania,23/07/1953,361001.41
Saint Kitts and Nevis ,03/07/1972,1276078.98
Burundi,23/12/1976,331333.42
Slovakia,31/07/1965,35380.4
Cambodia,08/06/1974,66345.63
Nicaragua,02/02/2000,1588477.79
Belize,10/01/1960,449841.92
San Marino,29/10/1998,471577.66
Swaziland,16/09/1987,749982.2
Republic of the Congo,15/02/1975,594267.3
Guinea-Bissau,02/12/1998,78847.83
Yemen,15/09/1985,549132
Armenia,03/11/1952,87076.89
Bulgaria,20/11/1999,560824.96
Republic of the Congo,08/05/1962,389422.15
Yemen,26/10/1984,580520.64
Honduras,12/11/1974,450110.7
Mauritania,01/01/1959,209681.55
Liberia,28/10/1983,9288.8
South Sudan,18/11/1976,1133059.08
Austria,09/03/1979,6132444.57
Panama,23/02/1979,662346.08
Lithuania,29/10/1961,445840.2
Sweden,03/03/1958,2167071.92
Chad,02/07/1998,210583.1
Iran,20/07/1996,439135.29
Samoa ,04/07/1974,159002.4
Barbados,02/05/1988,4317787.2
Albania,28/01/1977,805939.53
Rwanda,02/02/1967,3233786.85
Togo,09/01/2000,242182.32
Norway,20/04/1966,4611731.27
Liechtenstein,08/09/1971,668938.27
North Korea,03/12/1997,901560
Dominica,23/01/1960,1291972.08
Cuba,23/03/1977,398515.48
Spain,31/01/1954,2062382.07
Lebanon,04/03/1991,199584.66
Montenegro,17/04/1973,1103763.72
France,06/03/1957,3983766.4
Palau,06/11/1953,427594
Central African Republic,10/04/1958,51790.83
Sierra Leone,02/12/1997,31759.32
Iran,08/11/1966,402356.79
Libya,12/11/1989,1226275.45
Federated States of Micronesia,05/06/1953,441261.36
Andorra,30/07/1985,82869.06
Poland,09/03/1996,71113.26
Panama,11/11/1996,5987699.2
Germany,10/02/1997,1068430.56
Malaysia,28/05/1985,83811.39
El Salvador,18/11/1966,1101744
Saint Vincent and the Grenadines,11/01/1970,3656303.6
Estonia,09/11/1970,312046.9
Angola,14/04/1961,1389159.02
Brunei,29/12/1962,3295239.37
Angola,31/07/1998,3488531.97
Austria,10/01/1969,704728.2
Norway,02/12/1954,655788.84
Philippines,10/12/1965,42376.48
Maldives,17/05/1996,3510422.31
Honduras,18/10/1990,208053.2
Rwanda,20/01/1965,21056.04
Albania,11/06/1978,33009.54
Bosnia and Herzegovina,17/07/1973,859017.2
Equatorial Guinea,18/01/1982,427002.55
Tunisia ,29/10/1963,1235631.23
Fiji,25/07/1962,39340.8
Eritrea,07/05/1966,763662.9
Japan,04/08/1987,30677.04
Maldives,12/10/1987,3089991.45
Slovakia,16/02/1998,649669.6
Malawi,27/11/1971,2398042
Federated States of Micronesia,28/11/1996,3932614
Cote d'Ivoire,01/12/1982,1745358.93
Finland,13/04/1982,863352.24
Tanzania,16/04/1983,76191.57
Senegal,30/06/1978,156707.52
Guatemala,24/11/1981,253335.55
Uganda,01/04/1977,508152
Luxembourg,02/05/1978,2816758.05
Iran,12/04/1997,911418.96
Tajikistan,25/07/1959,753273.4
Dominica,20/11/1951,1293487.76
Guinea-Bissau,22/02/1957,28839.03
Bulgaria,28/12/1967,3390048.8
Burundi,28/04/1955,908988.3
Kenya,22/02/1963,941728.8
Italy,29/10/1955,19201.14
Botswana,10/05/1997,1471734.6
Cape Verde,08/11/1969,1277498.4
Uganda,28/05/1999,101100.01
Saint Vincent and the Grenadines,22/01/1990,1640684.56
Trinidad and Tobago,22/10/1988,44289.51
The Bahamas,30/03/1981,2997190.95
Germany,29/10/1982,639534.39
Papua New Guinea,09/11/1966,1009755.97
Burundi,14/10/1956,134787.84
Burundi,04/10/1982,361164.87
Antigua and Barbuda ,03/08/1995,1010995.08
Gabon,23/06/1954,1106617.47
Afghanistan,31/12/1961,537111.2
San Marino,09/09/1965,1238334.28
Swaziland,23/09/1996,731880.6
Luxembourg,06/04/1995,3392138.52
Portugal,18/02/1981,491307.6
France,06/05/1952,166442.56
Kenya,21/12/1975,772063.2
Finland,11/03/1999,2722709.01
India,24/02/1982,492314.76
Central African Republic,07/02/1981,359481.2
Nicaragua,21/01/1958,505816.3
Palau,06/09/1987,1340730.56
Turkey,14/06/1985,309918.08
Kiribati,25/03/1957,1802138.4
Niger,17/11/1962,47135.16
Botswana,09/07/1966,294309.73
United States of America,20/03/1965,981600.4
Romania,08/03/1984,1152331.4
Mauritius ,12/02/1985,66658.62
South Sudan,06/05/1957,2955842.19
Croatia,14/12/1966,791465.64
Central African Republic,18/01/1997,347713.6
Samoa ,19/05/1952,146573.05
Solomon Islands,10/10/1961,2259420.87
Palau,14/10/1991,1457561.66
Indonesia,02/01/1977,504108.64
Comoros,08/08/1958,434452.2
Latvia,10/09/1964,3634052.26
Tanzania,24/04/1994,310245.92
Sudan,12/05/1964,422646.6
Montenegro,17/04/1976,2455223.98
Canada,03/01/1961,2541043.47
Ukraine,14/06/1991,1506546.8
Saint Lucia,15/06/1957,3000059.79
The Bahamas,28/08/1958,18221.49
Kenya,12/05/1951,189006.72
Somalia,23/07/1971,1267297.56
Equatorial Guinea,17/03/1977,449958.42
Serbia,16/05/1999,1914449.9
Barbados,08/11/1976,439961.28
Portugal,05/02/1999,40807
The Bahamas,20/11/1982,2446134
Haiti,09/05/1975,9787.17
Andorra,24/03/1959,169181.1
Grenada,08/04/1954,137340.64
Ukraine,02/02/1978,29749.72
Georgia,02/04/1983,635647.2
Denmark,28/01/1972,92283.03
North Korea,17/03/1976,280958.88
Cambodia,12/07/1969,1671004.86
Taiwan,06/08/1953,3773384.16
Turkmenistan,21/02/1992,427681.74
Qatar,26/02/1966,1480200.33
Romania,05/04/1982,356586.75
Bosnia and Herzegovina,05/05/1973,1177015.4
Mongolia,22/06/2000,4087807.59
Canada,21/01/1967,46230.15
Andorra,04/01/2000,228655.6
Czech Republic,28/11/1981,2077213.36
El Salvador,13/06/1972,244225.15
Hungary,04/06/1986,3862326.51
Rwanda,10/12/1968,4494651.42
Dominica,15/05/1978,14013.66
Malaysia,05/03/1980,794026.32
Algeria,09/12/1955,105524.1
Cuba,26/01/1973,501880.48
Slovenia,14/10/2000,10533.57
Australia,21/08/1979,130931.46
Armenia,01/05/1978,2682435.78
Tanzania,06/12/1993,261917.28
Norway,15/09/1980,1019113.2
United States of America,08/07/1972,6286130.13
Bahrain,16/07/1999,762914
Israel,28/07/1986,6279064.92
Seychelles ,07/04/1978,183624
Georgia,18/01/1991,1969804.41
Morocco,12/06/1983,2302625.6
Seychelles ,13/06/1974,367587.16
Uzbekistan,28/10/1975,299120.01
Gabon,01/06/1976,858223.6
Mozambique,10/05/1999,10738.83
Estonia,05/08/1971,1092472.7
Burundi,28/12/1952,5541797.1
Algeria,21/09/1961,559605.31
Lithuania,04/06/1964,709870.7
Bhutan,05/05/1981,1522767.6
Uganda,02/04/1962,1879275.2
Federated States of Micronesia,06/02/1951,219883.3
Hungary,15/08/1985,58410.95
Armenia,31/03/1959,337812.12
Morocco,26/04/1965,863202.72
The Bahamas,27/05/1957,268322.04
Taiwan,28/12/1976,1071490.4
Costa Rica,21/10/1977,63593.28
Bhutan,18/05/2000,74846.24
Ireland,03/03/1956,108100.86
South Korea,04/12/1995,1144930.8
Andorra,13/07/1998,284346.56
Cape Verde,03/02/1980,277489.36
Mozambique,04/03/1956,405080.65
Dominican Republic,18/10/1957,63710.24
Mauritania,09/06/1990,3181160.85
Burundi,04/10/1957,1566398.08
Belarus,14/07/1962,163303.6
Uzbekistan,18/09/1977,31833.96
Costa Rica,12/10/1962,3787306.53
Ireland,26/12/1980,87428.34
Lebanon,22/12/1990,333194.72
Myanmar,08/09/1983,905384.8
Samoa ,24/09/1964,29425.46
Israel,27/08/1954,1481551.8
Federated States of Micronesia,19/08/1973,6392277.36
Senegal,02/12/1958,216429.57
Macedonia,02/02/1995,979764.64
Ukraine,24/02/1953,1822090.6
Kiribati,03/09/1981,545302.56
Rwanda,13/01/1979,442159.3
Bulgaria,10/01/1984,571752.96
Guinea-Bissau,24/12/1965,508396.56
Cuba,25/06/1953,3768321.48
Romania,02/05/1969,1276849.28
South Korea,18/12/1982,1477889.88
Germany,15/05/1976,5498166.03
Armenia,14/02/1970,293792.42
Thailand,17/11/1980,1138548.8
Laos,27/05/1966,1635188.31
Cameroon,21/03/2000,450917.35
Norway,13/03/1978,140194.6
Pakistan,05/04/1974,6172809.99
Eritrea,10/08/1968,1376271.6
Azerbaijan,05/09/1963,149157.25
Slovenia,04/05/1992,102407.69
Egypt,25/11/1986,5301385.91
Spain,22/06/1972,1978330
Iraq,19/07/1985,483159.21
Mali,05/09/1984,3480170.61
Hungary,10/10/1964,2561992
Djibouti,26/09/1973,2900291.8
Azerbaijan,22/10/1961,981373.47
Mauritania,11/10/1992,67278.63
Qatar,08/04/1989,5424579.3
Sao Tome and Principe,30/12/1964,308612.48
Sweden,13/06/1968,450347.95
Uganda,27/08/1958,880716
Azerbaijan,23/11/1998,53614.88
Yemen,16/03/1991,3561431.2
Honduras,29/03/1995,816319.24
Slovakia,09/05/1982,108138.55
The Bahamas,23/09/1992,386764.95
Iceland,11/03/1991,225819.99
Uganda,30/03/1959,5410903.89
Solomon Islands,22/07/1955,1388388.72
Niger,24/04/1959,4093822.02
El Salvador,04/10/1993,604552.3
Guinea-Bissau,16/04/1982,1490248.86
Kenya,29/12/1993,3779712.51
Liechtenstein,19/01/1994,2525995.6
Czech Republic,26/11/1960,189183.15
Panama,06/11/1992,459078.75
Belarus,06/11/1994,3136752.15
Trinidad and Tobago,08/09/1959,2085444
Samoa ,04/10/1990,532509.6
Swaziland,07/05/1962,158720.25
East Timor,20/11/1969,796949.23
Brunei,29/05/1954,934219.84
Federated States of Micronesia,26/07/1975,4348391.2
Marshall Islands,21/07/1957,2662548
Myanmar,19/03/1994,250748.3
Sierra Leone,28/02/1981,1386647.04
Saint Vincent and the Grenadines,15/12/1978,1128058.8
Libya,21/06/1986,2153165.94
Israel,23/08/1984,1471372.1
Panama,05/03/1953,1000567.68
Slovenia,11/01/1964,29324.19
Mongolia,09/03/1961,8239.32
Jamaica,12/08/1967,437141.7
Democratic Republic of the Congo,06/09/1963,1028911.8
South Sudan,24/04/1995,900030.08
Solomon Islands,24/06/1958,289596.84
Mali,03/11/1956,299703.91
Canada,18/02/1956,427083.44
Morocco,05/10/1973,926923.5
Belgium,01/02/1999,620542.86
Vietnam,23/12/1976,2055448.08
Romania,23/12/1957,518642.88
Togo,13/03/1958,1319164.98
Poland,28/04/1970,478139.44
Indonesia,28/02/1982,85077.85
Marshall Islands,18/06/1988,668028.64
Georgia,27/08/1987,831327.88
Sao Tome and Principe,08/11/1998,68737.12
Togo,17/09/1995,2486682.48
Georgia,01/11/1961,706562.85
Papua New Guinea,17/12/1972,1403430.84
Swaziland,11/04/1955,1161587.9
Thailand,30/09/1965,614744.82
Taiwan,11/05/1998,759390.66
Bahrain,05/03/1951,484751.61
Samoa ,26/12/1976,1458059.19
Uzbekistan,30/03/1959,1521375.18
Panama,02/05/1984,477431.94
Finland,17/05/1979,367565.22
United Kingdom,25/05/1998,872605.02
Czech Republic,06/09/1973,1257824.4
Bulgaria,20/09/1973,195033.92
Uganda,18/10/1977,1705253
Fiji,29/06/1968,114258.54
Sri Lanka,01/08/1960,382541.9
Antigua and Barbuda ,01/08/1969,675930.2
Turkey,13/05/1976,1732280.34
Guatemala,12/03/1954,700342.2
Swaziland,26/04/1959,353121.93
Guinea,15/03/1957,283561.2
Mauritania,13/01/1982,48217.44
Palau,10/07/1959,28802.15
Malaysia,23/02/1974,1662893.92
Greece,05/01/1995,338934.31
Papua New Guinea,16/04/1963,554864.97
Liechtenstein,08/03/1982,1215132.8
Kyrgyzstan,23/03/1974,271985.89
Ethiopia,19/11/1995,479280.66
Vietnam,17/03/1964,2861532.14
Czech Republic,30/10/1955,364043.78
Yemen,08/09/1978,855443.84
Cyprus,08/06/1974,3451482.09
Djibouti,26/09/1990,323359.52
Afghanistan,05/04/1996,1795555.3
Nepal,28/12/1995,2662797.69
Slovakia,22/03/1981,2041724
Afghanistan,21/04/1968,1672958.1
Albania,25/06/1965,3868309.41
Federated States of Micronesia,13/01/1955,1149525.84
Benin,10/11/1983,644849.7
Liberia,24/01/1980,242706.75
Philippines,20/08/1992,983192.16
Saudi Arabia,12/01/1973,1849143.87
Tunisia ,06/11/1986,804897.84
Maldives,29/09/1966,1420433.2
Japan,31/07/1976,724886.8
Greece,17/02/1999,5886938.4
Saint Vincent and the Grenadines,12/05/1953,471745.56
Liechtenstein,10/11/1993,470601.34
Sweden,05/02/1977,881124.64
Equatorial Guinea,03/06/1963,413843.36
Andorra,25/07/1988,86633.8
Iran,26/10/1961,10977.04
Tanzania,08/05/1994,376136.15
Ghana,07/12/1965,430344.64
Canada,20/03/1993,40389.57
Mali,04/01/1963,807251.36
Haiti,03/12/1991,1286096.82
Sao Tome and Principe,18/09/1971,524871.84
Mauritius ,25/06/1962,97368.48
Central African Republic,25/07/1970,791878.56
Malaysia,30/08/1968,533286.4
Liechtenstein,21/11/1958,258928.26
United States of America,21/06/1993,933449.54
United Arab Emirates,22/07/1993,638710.56
Burkina Faso,08/08/1994,395639.94
Mozambique,17/08/1998,1529969.86
Thailand,23/04/1988,48002.85
Tanzania,07/09/1975,229241.44
Namibia,19/12/1974,1060086.86
Vatican City,28/11/1984,742107.02
New Zealand,06/04/1984,283030.99
Brunei,25/01/1976,33615.99
Marshall Islands,23/07/1951,1990097.76
Zambia,04/11/1974,15571.77
Poland,11/10/1957,691086.72
Brunei,19/07/1988,904799.4
Macedonia,04/04/1954,990605.8
Ireland,15/11/1993,1192854.3
Brunei,24/03/1965,1379323.2
Bulgaria,24/08/1983,814598.48
Benin,18/04/1978,1509504.78
Georgia,30/11/1955,23502.27
Kazakhstan,09/12/1954,1424678.2
Bulgaria,30/11/1953,143578.6
Myanmar,04/03/1990,4028999.83
Pakistan,13/12/1955,1089726.36
New Zealand,27/06/1978,3536484.84
Lithuania,17/09/1968,35127.45
Myanmar,10/08/1981,1874182.38
Lithuania,21/09/1988,1024386
Azerbaijan,12/04/1952,448497.4
China,29/06/1967,5147683.81
Mongolia,29/03/1986,387998.65
Bosnia and Herzegovina,28/07/1980,588908.4
Kazakhstan,15/04/1960,1204155.76
Antigua and Barbuda ,14/09/1972,639537.25
Russia,03/01/1982,4713457.98
Cyprus,30/07/1968,655195.17
Indonesia,15/08/1976,1316891.4
Lithuania,17/06/1984,88112.52
Trinidad and Tobago,05/01/1967,1371619.44
Sierra Leone,14/07/1984,187598.4
United Kingdom,31/05/1979,4141694.13
Vanuatu,02/12/1980,1201109.76
South Korea,17/08/1957,374665.2
France,09/12/1981,44196.21
East Timor,18/06/1970,42366.5
